File_Name,no_of_images,Base_Call_no,Call_no_letter,Call_no_number,Item_number,Series,Main_Entry,Dates_Covered,Dates_Written,Places,Language,Summary_Notes,Arrangement,Item_dateYear,Filing_year,Month,Day,Item_Title,no_pages,no_pieces,Abstract_Summary_of_item,placeTerm,Additional_Notes,Metadata,Sarah_Proofing_Notes,recpt,fulldate
ksrl_sc_ms23_C.5.6_001.TIF & ksrl_sc_ms23_C.5.6_002.TIF,2,MS23,C,5,6,"Rossetti, Christina Georgina, 1830-1894","Rossetti, Christina Georgina, 1830-1894",1847; 186?-1894,1847-1894,"England: London, Birchington-on-Sea, Scarborough; Scotland: Ayrshire",English,"Letters primarily by (but also to) Christina Rossetti. Topics covered include literary, social, artistic, family news. Poems drafts.",,1885,1885,4,30,Postcard to Frederic James Shields,1 + address,1,"1885 Apr 30 [postmark] Thursday, 30 Torrington Square, W.C.; Begins: ""I am forwarding data to Miss H—"" [1 postcard]",England--London,"Provenance: Purchase: [first group; old folder ""5""]; Likely Part of a lot of D. G. and C. G. Rossetti letters acquired from Driscoll in 1957 (Paden Reserve) or from other Driscoll offers before 1961.",Y,,"Shields, Frederic James, 1833-1911",1885-04-30
ksrl_sc_ms23_C.6.1_001.TIF & ksrl_sc_ms23_C.6.1_002.TIF & ksrl_sc_ms23_C.6.1_003.TIF,3,MS23,C,6,1,"Rossetti, Christina Georgina, 1830-1894","Rossetti, Christina Georgina, 1830-1894",1847; 186?-1894,1847-1894,"England: London, Birchington-on-Sea, Scarborough; Scotland: Ayrshire",English,"Letters primarily by (but also to) Christina Rossetti. Topics covered include literary, social, artistic, family news. Poems drafts.",,no date,1860,,,Letter to Frederic James Shields,2,1,"Friday evening, 30 Torrington Square, W.C.; Begins: ""Thank you again and again. No one perhaps can estimate what poor Gabriel has been going thro'...""",England--London,"Provenance: Purchase: Second Shields group, Quaritch offer 1958.",Y,,"Shields, Frederic James, 1833-1911",1860
ksrl_sc_ms23_C.6.2_001.TIF & ksrl_sc_ms23_C.6.2_002.TIF & ksrl_sc_ms23_C.6.2_003.TIF,3,MS23,C,6,2,"Rossetti, Christina Georgina, 1830-1894","Rossetti, Christina Georgina, 1830-1894",1847; 186?-1894,1847-1894,"England: London, Birchington-on-Sea, Scarborough; Scotland: Ayrshire",English,"Letters primarily by (but also to) Christina Rossetti. Topics covered include literary, social, artistic, family news. Poems drafts.",,1881,1881,12,16,Letter to Frederic James Shields,2,1,"1881 Dec 16, 30 Torrington Square, W.C.; Begins: ""Your letter came like balm—""",England--London,"Provenance: Purchase: Second Shields group, Quaritch offer 1958.",Y,,"Shields, Frederic James, 1833-1911",1881-12-16
ksrl_sc_ms23_C.6.3_001.TIF & ksrl_sc_ms23_C.6.3_002.TIF,2,MS23,C,6,3,"Rossetti, Christina Georgina, 1830-1894","Rossetti, Christina Georgina, 1830-1894",1847; 186?-1894,1847-1894,"England: London, Birchington-on-Sea, Scarborough; Scotland: Ayrshire",English,"Letters primarily by (but also to) Christina Rossetti. Topics covered include literary, social, artistic, family news. Poems drafts.",,1882,1882,4,8,Letter to Frederic James Shields,1,1,"[1882] Apr 8, 30 Torrington Square, W.C.; Begins: ""Dear Friend. You have prayed for us.."" Broad mourning.",England--London,"Provenance: Purchase: Second Shields group, Quaritch offer 1958.",Y,,"Shields, Frederic James, 1833-1911",1882-04-08
ksrl_sc_ms23_C.6.4_001.TIF & ksrl_sc_ms23_C.6.4_002.TIF & ksrl_sc_ms23_C.6.4_003.TIF,3,MS23,C,6,4,"Rossetti, Christina Georgina, 1830-1894","Rossetti, Christina Georgina, 1830-1894",1847; 186?-1894,1847-1894,"England: London, Birchington-on-Sea, Scarborough; Scotland: Ayrshire",English,"Letters primarily by (but also to) Christina Rossetti. Topics covered include literary, social, artistic, family news. Poems drafts.",,1882,1882,4,13,Letter to Frederic James Shields,2,1,"[1882], Apr 13, 30 Torrington Square, W.C.; Begins: ""Thank you for thinking of me amid such associations ..."" Medium mourning.",England--London,"Provenance: Purchase: Second Shields group, Quaritch offer 1958.",Y,,"Shields, Frederic James, 1833-1911",1882-04-13
ksrl_sc_ms23_C.6.5_001.TIF & ksrl_sc_ms23_C.6.5_002.TIF,2,MS23,C,6,5,"Rossetti, Christina Georgina, 1830-1894","Rossetti, Christina Georgina, 1830-1894",1847; 186?-1894,1847-1894,"England: London, Birchington-on-Sea, Scarborough; Scotland: Ayrshire",English,"Letters primarily by (but also to) Christina Rossetti. Topics covered include literary, social, artistic, family news. Poems drafts.",,1882,1882,4,30,Letter to Frederic James Shields,1,1,"1882 Apr 30, 5 Endsleigh Gardens, London, N.W.; Printed mourning card from Wm. M. Rossetti and Lucy M. Rossetti. ""Dante Gabriel Rossetti. Our thanks for sympathy."" Not addressed.",England--London,"Provenance: Purchase: Second Shields group, Quaritch offer 1958.",Y,,"Shields, Frederic James, 1833-1911",1882-04-30
ksrl_sc_ms23_C.6.6_001.TIF & ksrl_sc_ms23_C.6.6_002.TIF & ksrl_sc_ms23_C.6.6_003.TIF & ksrl_sc_ms23_C.6.6_004.TIF & ksrl_sc_ms23_C.6.6_005.TIF,5,MS23,C,6,6,"Rossetti, Christina Georgina, 1830-1894","Rossetti, Christina Georgina, 1830-1894",1847; 186?-1894,1847-1894,"England: London, Birchington-on-Sea, Scarborough; Scotland: Ayrshire",English,"Letters primarily by (but also to) Christina Rossetti. Topics covered include literary, social, artistic, family news. Poems drafts.",,1883,1883,7,25,Letter to Frederic James Shields,6,2,"1883 July 25, Church Hill, Birchington-on-Sea; Begins ( p. 1): ""My Mother joins me now in thanking you for the warm reception you accord to her wish, and bids me explain the 100L is not..."" p.5: ""of genius and devotion not ratable by a money standard...""",England--Birchington-on-Sea,"Provenance: Purchase: Second Shields group, Quaritch offer 1958.",Y,,"Shields, Frederic James, 1833-1911",1883-07-25
ksrl_sc_ms23_C.6.7_001.TIF & ksrl_sc_ms23_C.6.7_002.TIF & ksrl_sc_ms23_C.6.7_003.TIF & ksrl_sc_ms23_C.6.7_004.TIF & ksrl_sc_ms23_C.6.7_005.TIF & ksrl_sc_ms23_C.6.7_006.TIF,6,MS23,C,6,7,"Rossetti, Christina Georgina, 1830-1894","Rossetti, Christina Georgina, 1830-1894",1847; 186?-1894,1847-1894,"England: London, Birchington-on-Sea, Scarborough; Scotland: Ayrshire",English,"Letters primarily by (but also to) Christina Rossetti. Topics covered include literary, social, artistic, family news. Poems drafts.",,1883?,1883,8,1,Letter to Frederic James Shields,8,2,"[1883?] Aug 1, Church Hill, Birchington-on-Sea; Begins (p.1): ""How I hope that Birchington --if Birchington prove to be your -- —"" p.5: ""Mr Harris Jessamine Cottage.. "" [notes describing possible lodgings for Shields.]",England--Birchington-on-Sea,"Provenance: Purchase: Second Shields group, Quaritch offer 1958.",Y,,"Shields, Frederic James, 1833-1911",1883-08-01
ksrl_sc_ms23_C.6.8_001.TIF & ksrl_sc_ms23_C.6.8_002.TIF & ksrl_sc_ms23_C.6.8_003.TIF,3,MS23,C,6,8,"Rossetti, Christina Georgina, 1830-1894","Rossetti, Christina Georgina, 1830-1894",1847; 186?-1894,1847-1894,"England: London, Birchington-on-Sea, Scarborough; Scotland: Ayrshire",English,"Letters primarily by (but also to) Christina Rossetti. Topics covered include literary, social, artistic, family news. Poems drafts.",,1883,1883,8,20,Letter to Frederic James Shields,3,1,"1883 Aug 20, Church Hill, Birchington-on-Sea; Begins : ""I fear the sight of my handwriting may perturb—""",England--Birchington-on-Sea,"Provenance: Purchase: Second Shields group, Quaritch offer 1958.",Y,,"Shields, Frederic James, 1833-1911",1883-08-20
ksrl_sc_ms23_C.6.9_001.TIF & ksrl_sc_ms23_C.6.9_002.TIF & ksrl_sc_ms23_C.6.9_003.TIF,3,MS23,C,6,9,"Rossetti, Christina Georgina, 1830-1894","Rossetti, Christina Georgina, 1830-1894",1847; 186?-1894,1847-1894,"England: London, Birchington-on-Sea, Scarborough; Scotland: Ayrshire",English,"Letters primarily by (but also to) Christina Rossetti. Topics covered include literary, social, artistic, family news. Poems drafts.",,1883,1883,8,23,Letter to Frederic James Shields,4,1,"1883 Aug 23, Church Hill, Birchington-on-Sea; Begins: ""I lost no time in going round to the Post Office—""",England--Birchington-on-Sea,"Provenance: Purchase: Second Shields group, Quaritch offer 1958.",Y,,"Shields, Frederic James, 1833-1911",1883-08-23
ksrl_sc_ms23_C.6.10_001.TIF & ksrl_sc_ms23_C.6.10_002.TIF & ksrl_sc_ms23_C.6.10_003.TIF,3,MS23,C,6,10,"Rossetti, Christina Georgina, 1830-1894","Rossetti, Christina Georgina, 1830-1894",1847; 186?-1894,1847-1894,"England: London, Birchington-on-Sea, Scarborough; Scotland: Ayrshire",English,"Letters primarily by (but also to) Christina Rossetti. Topics covered include literary, social, artistic, family news. Poems drafts.",,1884,1884,2,20,Letter to Frederic James Shields,2,1,"1884 Feb 20, 30 Torrington Square, W.C.; Begins: ""Benignly read my enclosure—""",England--London,"Provenance: Purchase: Second Shields group, Quaritch offer 1958.",Y,,"Shields, Frederic James, 1833-1911",1884-02-20
ksrl_sc_ms23_C.6.11_001.TIF & ksrl_sc_ms23_C.6.11_002.TIF & ksrl_sc_ms23_C.6.11_003.TIF,3,MS23,C,6,11,"Rossetti, Christina Georgina, 1830-1894","Rossetti, Christina Georgina, 1830-1894",1847; 186?-1894,1847-1894,"England: London, Birchington-on-Sea, Scarborough; Scotland: Ayrshire",English,"Letters primarily by (but also to) Christina Rossetti. Topics covered include literary, social, artistic, family news. Poems drafts.",,1884?,1884,10,4,Letter to Frederic James Shields,3,1,"[1884?] Oct 4, 30 Torrington Square, W.C.; Begins: ""The paragraph in a recent Athenaeum which announces your forthcoming window upbuilds our hope—""",England--London,"Provenance: Purchase: Second Shields group, Quaritch offer 1958.",Y,,"Shields, Frederic James, 1833-1911",1884-10-04
ksrl_sc_ms23_C.6.12_001.TIF & ksrl_sc_ms23_C.6.12_002.TIF & ksrl_sc_ms23_C.6.12_003.TIF,3,MS23,C,6,12,"Rossetti, Christina Georgina, 1830-1894","Rossetti, Christina Georgina, 1830-1894",1847; 186?-1894,1847-1894,"England: London, Birchington-on-Sea, Scarborough; Scotland: Ayrshire",English,"Letters primarily by (but also to) Christina Rossetti. Topics covered include literary, social, artistic, family news. Poems drafts.",,no date,1884,,,Letter to Frederic James Shields,3,1,"Tuesday, [Torrington paper]; Begins: ""My Mother with warm remembrances desires me to send you—""",England--London,"Provenance: Purchase: Second Shields group, Quaritch offer 1958.",Y,,"Shields, Frederic James, 1833-1911",1884
ksrl_sc_ms23_C.6.13_001.TIF & ksrl_sc_ms23_C.6.13_002.TIF & ksrl_sc_ms23_C.6.13_003.TIF,3,MS23,C,6,13,"Rossetti, Christina Georgina, 1830-1894","Rossetti, Christina Georgina, 1830-1894",1847; 186?-1894,1847-1894,"England: London, Birchington-on-Sea, Scarborough; Scotland: Ayrshire",English,"Letters primarily by (but also to) Christina Rossetti. Topics covered include literary, social, artistic, family news. Poems drafts.",,no date,1884,,,Letter to Frederic James Shields,2,1,"Thursday morning, 30 Torrington Square, W.C.; Begins: ""My Mother wishes that as you revive her hope—""",England--London,"Provenance: Purchase: Second Shields group, Quaritch offer 1958.",Y,,"Shields, Frederic James, 1833-1912",1884
ksrl_sc_ms23_C.6.14_001.TIF & ksrl_sc_ms23_C.6.14_002.TIF & ksrl_sc_ms23_C.6.14_003.TIF,3,MS23,C,6,14,"Rossetti, Christina Georgina, 1830-1894","Rossetti, Christina Georgina, 1830-1894",1847; 186?-1894,1847-1894,"England: London, Birchington-on-Sea, Scarborough; Scotland: Ayrshire",English,"Letters primarily by (but also to) Christina Rossetti. Topics covered include literary, social, artistic, family news. Poems drafts.",,no date,1884,,,Letter to Frederic James Shields,3,1,"Friday, 30 Torrington Square, W.C.; Begins: ""I am laying myself out to be disagreeable! Perhaps—""",England--London,"Provenance: Purchase: Second Shields group, Quaritch offer 1958.",Y,,"Shields, Frederic James, 1833-1913",1884
ksrl_sc_ms23_C.6.15_001.TIF & ksrl_sc_ms23_C.6.15_002.TIF & ksrl_sc_ms23_C.6.15_003.TIF,3,MS23,C,6,15,"Rossetti, Christina Georgina, 1830-1894","Rossetti, Christina Georgina, 1830-1894",1847; 186?-1894,1847-1894,"England: London, Birchington-on-Sea, Scarborough; Scotland: Ayrshire",English,"Letters primarily by (but also to) Christina Rossetti. Topics covered include literary, social, artistic, family news. Poems drafts.",,1884?,1884,9,1,Letter to Frederic James Shields,4,1,"[1884?] Sep 1, 6 [sic] Station Road, Birchington-on-Sea; Begins: ""At length , last Tuesday, we came hither—""",England--Birchington-on-Sea,"Provenance: Purchase: Second Shields group, Quaritch offer 1958.",Y,,"Shields, Frederic James, 1833-1914",1884-09-01
ksrl_sc_ms23_C.6.16_001.TIF & ksrl_sc_ms23_C.6.16_002.TIF,2,MS23,C,6,16,"Rossetti, Christina Georgina, 1830-1894","Rossetti, Christina Georgina, 1830-1894",1847; 186?-1894,1847-1894,"England: London, Birchington-on-Sea, Scarborough; Scotland: Ayrshire",English,"Letters primarily by (but also to) Christina Rossetti. Topics covered include literary, social, artistic, family news. Poems drafts.",,1884?,1884,,,Letter to Frederic James Shields,2,1,"[1884?] Friday 3rd, 5 Station Road, Birchington-on-Sea; Begins: ""I hope your next letter will tell us that your wife is better—""",England--Birchington-on-Sea,"Provenance: Purchase: Second Shields group, Quaritch offer 1958.",Y,,"Shields, Frederic James, 1833-1915",1884
ksrl_sc_ms23_C.6.17_001.TIF & ksrl_sc_ms23_C.6.17_002.TIF,2,MS23,C,6,17,"Rossetti, Christina Georgina, 1830-1894","Rossetti, Christina Georgina, 1830-1894",1847; 186?-1894,1847-1894,"England: London, Birchington-on-Sea, Scarborough; Scotland: Ayrshire",English,"Letters primarily by (but also to) Christina Rossetti. Topics covered include literary, social, artistic, family news. Poems drafts.",,1884?,1884,10,1,Letter to Frederic James Shields,1,1,"[1884?] Oct 1, 5 Station Road, Birchington-on-Sea; Begins: ""Here we are still a t Birchington, and you know what we are thinking—""",England--Birchington-on-Sea,"Provenance: Purchase: Second Shields group, Quaritch offer 1958.",Y,,"Shields, Frederic James, 1833-1916",1884-10-01
ksrl_sc_ms23_C.6.18_001.TIF & ksrl_sc_ms23_C.6.18_002.TIF & ksrl_sc_ms23_C.6.18_003.TIF,3,MS23,C,6,18,"Rossetti, Christina Georgina, 1830-1894","Rossetti, Christina Georgina, 1830-1894",1847; 186?-1894,1847-1894,"England: London, Birchington-on-Sea, Scarborough; Scotland: Ayrshire",English,"Letters primarily by (but also to) Christina Rossetti. Topics covered include literary, social, artistic, family news. Poems drafts.",,1884?,1884,10,24,Letter to Frederic James Shields,3,1,"[1884?] Oct 24, 5 Station Road, Birchington-on-Sea; Begins: ""At last I enjoy the pleasure of telling you that we have seen the beautiful worth-waiting-for window—""",England--Birchington-on-Sea,"Provenance: Purchase: Second Shields group, Quaritch offer 1958.",Y,,"Shields, Frederic James, 1833-1917",1884-10-24
ksrl_sc_ms23_C.6.19_001.TIF & ksrl_sc_ms23_C.6.19_002.TIF & ksrl_sc_ms23_C.6.19_003.TIF,3,MS23,C,6,19,"Rossetti, Christina Georgina, 1830-1894","Rossetti, Christina Georgina, 1830-1894",1847; 186?-1894,1847-1894,"England: London, Birchington-on-Sea, Scarborough; Scotland: Ayrshire",English,"Letters primarily by (but also to) Christina Rossetti. Topics covered include literary, social, artistic, family news. Poems drafts.",,no date,1884,,,Letter to Frederic James Shields,3 + sketch,1,"Saturday, 5 Station Road, Birchington-on-Sea; Begins: ""I am very glad you sent me notes of your beautiful light ..."" Hasty sketch on p. 4, probably of church window. By Shields?",England--Birchington-on-Sea,"Provenance: Purchase: Second Shields group, Quaritch offer 1958.",Y,,"Shields, Frederic James, 1833-1918",1884
ksrl_sc_ms23_C.6.20_001.TIF & ksrl_sc_ms23_C.6.20_002.TIF & ksrl_sc_ms23_C.6.20_003.TIF,3,MS23,C,6,20,"Rossetti, Christina Georgina, 1830-1894","Rossetti, Christina Georgina, 1830-1894",1847; 186?-1894,1847-1894,"England: London, Birchington-on-Sea, Scarborough; Scotland: Ayrshire",English,"Letters primarily by (but also to) Christina Rossetti. Topics covered include literary, social, artistic, family news. Poems drafts.",,1885 or 1886?,1885,4,22,Letter to Frederic James Shields,4,1,"[1885 or1886] Apr 22, 30 Torrington Square, London, W.C.; Begins: ""We are so sorry, my Mother and I, to know that you are ill and—"" Annotated in red ink by Shields.",England--London,"Provenance: Purchase: Second Shields group, Quaritch offer 1958.",Y,,"Shields, Frederic James, 1833-1919",1885-04-22
ksrl_sc_ms23_C.6.21_001.TIF & ksrl_sc_ms23_C.6.21_002.TIF & ksrl_sc_ms23_C.6.21_003.TIF,3,MS23,C,6,21,"Rossetti, Christina Georgina, 1830-1894","Rossetti, Christina Georgina, 1830-1894",1847; 186?-1894,1847-1894,"England: London, Birchington-on-Sea, Scarborough; Scotland: Ayrshire",English,"Letters primarily by (but also to) Christina Rossetti. Topics covered include literary, social, artistic, family news. Poems drafts.",,no date,1885,,,Letter to Frederic James Shields,4,1,"Friday morning, 30 Torrington Square, W.C.; Begins: ""Our conversation of last evening—""",England--London,"Provenance: Purchase: Second Shields group, Quaritch offer 1958.",Y,,"Shields, Frederic James, 1833-1920",1885
ksrl_sc_ms23_C.6.22_001.TIF & ksrl_sc_ms23_C.6.22_002.TIF & ksrl_sc_ms23_C.6.22_003.TIF & ksrl_sc_ms23_C.6.22_004.TIF & ksrl_sc_ms23_C.6.22_005.TIF,5,MS23,C,6,22,"Rossetti, Christina Georgina, 1830-1894","Rossetti, Christina Georgina, 1830-1894",1847; 186?-1894,1847-1894,"England: London, Birchington-on-Sea, Scarborough; Scotland: Ayrshire",English,"Letters primarily by (but also to) Christina Rossetti. Topics covered include literary, social, artistic, family news. Poems drafts.",,no date,1885,,,Letter to Frederic James Shields,6,2,"Monday morning, 30 Torrington Square, W.C.; Begins (p.1): ""Thank you for excusing and remedying my momentary lapse...""
p. 5: ""Old Testament utterances, —""",England--London,"Provenance: Purchase: Second Shields group, Quaritch offer 1958.",Y,,"Shields, Frederic James, 1833-1921",1885
ksrl_sc_ms23_C.6.23_001.TIF & ksrl_sc_ms23_C.6.23_002.TIF & ksrl_sc_ms23_C.6.23_003.TIF,3,MS23,C,6,23,"Rossetti, Christina Georgina, 1830-1894","Rossetti, Christina Georgina, 1830-1894",1847; 186?-1894,1847-1894,"England: London, Birchington-on-Sea, Scarborough; Scotland: Ayrshire",English,"Letters primarily by (but also to) Christina Rossetti. Topics covered include literary, social, artistic, family news. Poems drafts.",,no date,1885,,,Letter to Frederic James Shields,4,1,"Friday afternoon, [Torrington paper]; Begins: ""I return Dr. Acland's letter—""",England--London,"Provenance: Purchase: Second Shields group, Quaritch offer 1958.",Y,,"Shields, Frederic James, 1833-1922",1885
